Species	Symbol	Entrez ID	Model Organism	Model Organism Symbol	Model Organism Entrez ID
Mus musculus	Synj1	104015	Caenorhabditis elegans	unc-26	178284	
Mus musculus	Atp6v0a1	11975	Caenorhabditis elegans	unc-32	176257	
Mus musculus	Prrxl1	107751	Caenorhabditis elegans	unc-4	174544	
Mus musculus	Ulk2	29869	Caenorhabditis elegans	unc-51	180311	
Mus musculus	Hspg2	15530	Caenorhabditis elegans	unc-52	175126	
Mus musculus	Cfl2	12632	Caenorhabditis elegans	unc-60	178640	
Mus musculus	Meis1	17268	Caenorhabditis elegans	unc-62	178845	
Mus musculus	Stx1a	20907	Caenorhabditis elegans	unc-64	176743	
Mus musculus	Fez2	225020	Caenorhabditis elegans	unc-76	180014	
Mus musculus	Usp48	674195	Caenorhabditis elegans	usp-48	172782	
Mus musculus	Epha7	13841	Caenorhabditis elegans	vab-1	173794	
Mus musculus	Chmp6	208092	Caenorhabditis elegans	vps-20	171654	
Mus musculus	Snf8	27681	Caenorhabditis elegans	vps-22	175672	
Mus musculus	Vps36	70160	Caenorhabditis elegans	vps-36	179520	
Mus musculus	Vps37b	330192	Caenorhabditis elegans	vps-37	178944	
Mus musculus	Vrk1	22367	Caenorhabditis elegans	vrk-1	174004	
Mus musculus	Dcaf11	28199	Caenorhabditis elegans	wdr-23	172518	
Mus musculus	Wdr5b	69544	Caenorhabditis elegans	wdr-5.1	175474	
Mus musculus	Wipf1	215280	Caenorhabditis elegans	wip-1	175681	
Mus musculus	Lats1	16798	Caenorhabditis elegans	wts-1	172896	
Mus musculus	Wwp2	66894	Caenorhabditis elegans	wwp-1	171647	
Mus musculus	Slc36a1	215335	Caenorhabditis elegans	Y43F4B.7	259544	
Mus musculus	Pqlc2	212555	Caenorhabditis elegans	Y43H11AL.2	3565323	
Mus musculus	Pola1	18968	Caenorhabditis elegans	Y47D3A.29	176544	
Mus musculus	Nop14	75416	Caenorhabditis elegans	Y48G1A.4	171622	
Mus musculus	Ranbp9	56705	Caenorhabditis elegans	Y54E5A.7	173332	
Mus musculus	Rbm39	170791	Caenorhabditis elegans	Y55F3AM.3	176922	
Mus musculus	Ndufab1	100043472	Caenorhabditis elegans	Y56A3A.19	176622	
Mus musculus	Cox6b1	110323	Caenorhabditis elegans	Y71H2AM.5	3565081	
Mus musculus	Yars2	70120	Caenorhabditis elegans	yars-1	177237	
Mus musculus	Mllt6	246198	Caenorhabditis elegans	zfp-1	176237	
Mus musculus	Rcl1	59028	Caenorhabditis elegans	ZK1127.5	174151	
Mus musculus	Ddx51	69663	Caenorhabditis elegans	ZK686.2	176088	
Mus musculus	Ywhae	22627	Drosophila melanogaster	14-3-3epsilon	42186	
Mus musculus	Akt2	11652	Drosophila melanogaster	Akt1	41957	
Mus musculus	Man1a2	17156	Drosophila melanogaster	alpha-Man-I	31957	
Mus musculus	Atg2a	329015	Drosophila melanogaster	Atg2	38344	
Mus musculus	Atg7	100043926	Drosophila melanogaster	Atg7	37141	
Mus musculus	Gabarap	56486	Drosophila melanogaster	Atg8a	32001	
Mus musculus	Atg3	67841	Drosophila melanogaster	Aut1	40044	
Mus musculus	Wdfy3	72145	Drosophila melanogaster	bchs	33819	
Mus musculus	Slc25a30	67554	Drosophila melanogaster	Bmcp	39322	
Mus musculus	Mapk10	26414	Drosophila melanogaster	bsk	44801	
Mus musculus	Vps33a	77573	Drosophila melanogaster	car	32947	
Mus musculus	Cat	12359	Drosophila melanogaster	Cat	40048	
Mus musculus	Pcyt1a	13026	Drosophila melanogaster	Cct1	117353	
Mus musculus	Cdk5	12568	Drosophila melanogaster	Cdk5	36727	
Mus musculus	Col4a3bp	68018	Drosophila melanogaster	cert	38928	
Mus musculus	Uqcrb	100504052	Drosophila melanogaster	CG17856	43369	
Mus musculus	9430016H08	68115	Drosophila melanogaster	CG3776	37996	
Mus musculus	Ndufs7	75406	Drosophila melanogaster	CG9172	32565	
Mus musculus	Flna	192176	Drosophila melanogaster	cher	42066	
Mus musculus	Irs1	16367	Drosophila melanogaster	chico	64880	
Mus musculus	Ap3m1	55946	Drosophila melanogaster	cm	31647	
Mus musculus	Park7	57320	Drosophila melanogaster	DJ-1alpha	36543	
Mus musculus	Park7	57320	Drosophila melanogaster	dj-1beta	43652	
Mus musculus	Daxx	13163	Drosophila melanogaster	DLP	33906	
Mus musculus	Pde4d	100504580	Drosophila melanogaster	dnc	31309	
Mus musculus	Vps18	228545	Drosophila melanogaster	dor	31118	
Mus musculus	Dmd	13405	Drosophila melanogaster	Dys	42327	
Mus musculus	Ezh2	14056	Drosophila melanogaster	E(z)	39203	
Mus musculus	Edem2	108687	Drosophila melanogaster	Edem1	31154	
Mus musculus	Eef1a1	13627	Drosophila melanogaster	Ef1alpha48D	36271	
Mus musculus	Msra	110265	Drosophila melanogaster	Eip71CD	39675	
Mus musculus	Fxn	14297	Drosophila melanogaster	fh	31845	
Mus musculus	Ap3d1	11776	Drosophila melanogaster	g	44819	
Mus musculus	Gadd45g	23882	Drosophila melanogaster	Gadd45	35646	
Mus musculus	Gclc	14629	Drosophila melanogaster	Gclc	53581	
Mus musculus	Gclm	14630	Drosophila melanogaster	Gclm	248194	
Mus musculus	Tsc2	22084	Drosophila melanogaster	gig	40201	
Mus musculus	Hpgds	54486	Drosophila melanogaster	GstS1	36927	
Mus musculus	Hook3	320191	Drosophila melanogaster	hk	35169	
Mus musculus	Hspa5	14828	Drosophila melanogaster	Hsc70-3	32133	
Mus musculus	Slc13a1	55961	Drosophila melanogaster	Indy	40049	
Mus musculus	Igf1r	16001	Drosophila melanogaster	InR	42549	
Mus musculus	Keap1	50868	Drosophila melanogaster	Keap1	42062	
Mus musculus	Gipc1	67903	Drosophila melanogaster	kermit	46027	
Mus musculus	Ndufb5	66046	Drosophila melanogaster	l(3)neo18	46260	
Mus musculus	Lbr	98386	Drosophila melanogaster	LBR	37482	
Mus musculus	Sh2b1	20399	Drosophila melanogaster	Lnk	43130	
Mus musculus	Rgs12	71729	Drosophila melanogaster	loco	42672	
Mus musculus	Vps41	218035	Drosophila melanogaster	lt	3355130	
Mus musculus	Smoc2	64074	Drosophila melanogaster	magu	36048	
Mus musculus	Dhx9	13211	Drosophila melanogaster	mle	35523	
Mus musculus	Itgb1	16412	Drosophila melanogaster	mys	44885	
Mus musculus	Nf1	18015	Drosophila melanogaster	Nf1	43149	
Mus musculus	Pex16	18633	Drosophila melanogaster	Pex16	40293	
Mus musculus	Pik3cd	18707	Drosophila melanogaster	Pi3K92E	42446	
Mus musculus	Sh3rf1	59009	Drosophila melanogaster	POSH	36990	
Mus musculus	Prdx5	54683	Drosophila melanogaster	Prx5	3771951	
Mus musculus	Pten	19211	Drosophila melanogaster	Pten	43991	
Mus musculus	Dusp8	18218	Drosophila melanogaster	puc	40958	
Mus musculus	Ap3b2	11775	Drosophila melanogaster	rb	31381	
Mus musculus	Elavl2	15569	Drosophila melanogaster	Rbp9	33498	
Mus musculus	Parl	381038	Drosophila melanogaster	rho-7	36281	
Mus musculus	Hdac2	15182	Drosophila melanogaster	Rpd3	38565	
Mus musculus	Adcy1	432530	Drosophila melanogaster	rut	32406	
Mus musculus	Xdh	22436	Drosophila melanogaster	ry	41605	
Mus musculus	Rps6kb2	58988	Drosophila melanogaster	S6k	38654	
Mus musculus	Sgcd	24052	Drosophila melanogaster	Scgdelta	31129	
Mus musculus	Sdhb	67680	Drosophila melanogaster	SdhB	35590	
Mus musculus	Sdhc	66052	Drosophila melanogaster	SdhC	41340	
Mus musculus	Sirt1	93759	Drosophila melanogaster	Sir2	34708	
Mus musculus	Sirt2	64383	Drosophila melanogaster	Sirt2	42414	
Mus musculus	Prkag2	108099	Drosophila melanogaster	SNF4Agamma	42515	
Mus musculus	Snx25	102141	Drosophila melanogaster	snz	31704	
Mus musculus	Sod1	20655	Drosophila melanogaster	Sod	39251	
Mus musculus	Sod2	20656	Drosophila melanogaster	Sod2	36878	
Mus musculus	Atp5e	67126	Drosophila melanogaster	sun	44046	
Mus musculus	Surf1	20930	Drosophila melanogaster	Surf1	44498	
Mus musculus	Eif4ebp2	13688	Drosophila melanogaster	Thor	33569	
Mus musculus	Mtor	56717	Drosophila melanogaster	Tor	47396	
Mus musculus	Txn1	22166	Drosophila melanogaster	Trx-2	34281	
Mus musculus	Txn1	22166	Drosophila melanogaster	TrxT	31443	
Mus musculus	Tsc1	64930	Drosophila melanogaster	Tsc1	42862	
Mus musculus	Ucp2	22228	Drosophila melanogaster	UCP2	7351	
Mus musculus	Atp6v1h	108664	Drosophila melanogaster	VhaSFD	34997	
Mus musculus	Scyl1	78891	Drosophila melanogaster	yata	43508	
Mus musculus	G6pdx	14381	Drosophila melanogaster	Zw	32974	
Mus musculus	Slc25a4	11739	Saccharomyces cerevisiae	AAC3	852380	
Mus musculus	Slc7a14	241919	Saccharomyces cerevisiae	AGP1	850333	
Mus musculus	Atp5b	11947	Saccharomyces cerevisiae	ATP2	853585	
Mus musculus	Slc7a14	241919	Saccharomyces cerevisiae	BAP2	852360	
Mus musculus	Prkar2b	19088	Saccharomyces cerevisiae	BCY1	854778	
Mus musculus	Slc7a14	241919	Saccharomyces cerevisiae	CAN1	856646	
Mus musculus	Coq7	12850	Saccharomyces cerevisiae	CAT5	854292	
Mus musculus	Cdc6	23834	Saccharomyces cerevisiae	CDC6	853244	
Mus musculus	Ddx11	320209	Saccharomyces cerevisiae	CHL1	856099	
Mus musculus	Cat	12359	Saccharomyces cerevisiae	CTA1	851843	
Mus musculus	Phlpp1	98432	Saccharomyces cerevisiae	CYR1	853452	
Mus musculus	Dna2	327762	Saccharomyces cerevisiae	DNA2	856569	
Mus musculus	Dnm1l	74006	Saccharomyces cerevisiae	DNM1	850686	
Mus musculus	Chek2	50883	Saccharomyces cerevisiae	DUN1	851457	
Mus musculus	Fbp1	14121	Saccharomyces cerevisiae	FBP1	851092	
Mus musculus	Fis1	66437	Saccharomyces cerevisiae	FIS1	854745	
Mus musculus	Jund	16478	Saccharomyces cerevisiae	GCN4	856709	
Mus musculus	Rbbp4	19646	Saccharomyces cerevisiae	HAT2	856654	
Mus musculus	Sirt5	68346	Saccharomyces cerevisiae	HST1	854086	
Mus musculus	Sirt2	64383	Saccharomyces cerevisiae	HST2	856092	
Mus musculus	Gck	103988	Saccharomyces cerevisiae	HXK2	852639	
Mus musculus	Idh3a	67834	Saccharomyces cerevisiae	IDH2	854303	
Mus musculus	Mapk1	26413	Saccharomyces cerevisiae	KSS1	852931	
Mus musculus	Lass4	67260	Saccharomyces cerevisiae	LAG1	856386	
Mus musculus	Dlat	235339	Saccharomyces cerevisiae	LAT1	855653	
Mus musculus	Atr	245000	Saccharomyces cerevisiae	MEC1	852433	
Mus musculus	Rhcg	56315	Saccharomyces cerevisiae	MEP2	855580	
Mus musculus	Rhcg	56315	Saccharomyces cerevisiae	MEP3	856260	
Mus musculus	Msh2	17685	Saccharomyces cerevisiae	MSH2	854063	
Mus musculus	Msra	110265	Saccharomyces cerevisiae	MXR1	856765	
Mus musculus	Slc25a4	11739	Saccharomyces cerevisiae	PET9	852250	
Mus musculus	Phb	237880	Saccharomyces cerevisiae	PHB1	853033	
Mus musculus	Phb2	12034	Saccharomyces cerevisiae	PHB2	853146	
Mus musculus	Fen1	14156	Saccharomyces cerevisiae	RAD27	853747	
Mus musculus	Rad50	19360	Saccharomyces cerevisiae	RAD50	855471	
Mus musculus	Rad51	19361	Saccharomyces cerevisiae	RAD51	856831	
Mus musculus	Xrcc3	74335	Saccharomyces cerevisiae	RAD57	851567	
Mus musculus	Rras2	66922	Saccharomyces cerevisiae	RAS1	854268	
Mus musculus	Rras2	66922	Saccharomyces cerevisiae	RAS2	855625	
Mus musculus	Zfp622	52521	Saccharomyces cerevisiae	REI1	852569	
Mus musculus	Hdac2	15182	Saccharomyces cerevisiae	RPD3	855386	
Mus musculus	Rpl10	100041555	Saccharomyces cerevisiae	RPL10	850764	
Mus musculus	Rpl31	100505081	Saccharomyces cerevisiae	RPL31A	851484	
Mus musculus	Rpl6	620213	Saccharomyces cerevisiae	RPL6A	854902	
Mus musculus	Rpl6	620213	Saccharomyces cerevisiae	RPL6B	851169	
Mus musculus	Polrmt	216151	Saccharomyces cerevisiae	RPO41	850507	
Mus musculus	Rps18	100039740	Saccharomyces cerevisiae	RPS18A	852061	
Mus musculus	Rps6	667739	Saccharomyces cerevisiae	RPS6B	852479	
Mus musculus	Tfe3	209446	Saccharomyces cerevisiae	RTG3	852171	
Mus musculus	Tagln3	56370	Saccharomyces cerevisiae	SCP1	854549	
Mus musculus	Blm	12144	Saccharomyces cerevisiae	SGS1	855228	
Mus musculus	Prkab2	108097	Saccharomyces cerevisiae	SIP2	852664	
Mus musculus	Sirt5	68346	Saccharomyces cerevisiae	SIR2	851520	
Mus musculus	Orc1	18392	Saccharomyces cerevisiae	SIR3	851163	
Mus musculus	Prkaa2	108079	Saccharomyces cerevisiae	SNF1	852088	
Mus musculus	Prkag2	108099	Saccharomyces cerevisiae	SNF4	852763	
Mus musculus	Sod1	20655	Saccharomyces cerevisiae	SOD1	853568	
Mus musculus	Sod2	20656	Saccharomyces cerevisiae	SOD2	856399	
Mus musculus	Slc7a14	241919	Saccharomyces cerevisiae	TAT2	854139	
Mus musculus	Mtor	56717	Saccharomyces cerevisiae	TOR1	853529	
Mus musculus	Prkacb	18749	Saccharomyces cerevisiae	TPK1	853275	
Mus musculus	Prkacb	18749	Saccharomyces cerevisiae	TPK2	855898	
Mus musculus	Prkacb	18749	Saccharomyces cerevisiae	TPK3	853688	
Mus musculus	Txn1	22166	Saccharomyces cerevisiae	TRX1	850732	
Mus musculus	Prdx1	18477	Saccharomyces cerevisiae	TSA1	854980	
Mus musculus	Pomp	66537	Saccharomyces cerevisiae	UMP1	852471	
Mus musculus	Xrcc6	14375	Saccharomyces cerevisiae	YKU70	855328	
