Species	Symbol	Entrez ID	Model Organism	Model Organism Symbol	Model Organism Entrez ID
Drosophila melanogaster	TrxT	31443	Caenorhabditis elegans	trx-1	181863	
Drosophila melanogaster	ap	35509	Caenorhabditis elegans	ttx-3	181357	
Drosophila melanogaster	king-tubby	37400	Caenorhabditis elegans	tub-1	174312	
Drosophila melanogaster	EfTuM	44438	Caenorhabditis elegans	tufm-1	175398	
Drosophila melanogaster	ben	32358	Caenorhabditis elegans	ubc-13	177073	
Drosophila melanogaster	Uch	33397	Caenorhabditis elegans	ubh-1	179039	
Drosophila melanogaster	Uch	33397	Caenorhabditis elegans	ubh-3	259626	
Drosophila melanogaster	Uch-L3	39102	Caenorhabditis elegans	ubh-4	174289	
Drosophila melanogaster	CG4169	39846	Caenorhabditis elegans	ucr-2.3	175248	
Drosophila melanogaster	Ufd1-like	39254	Caenorhabditis elegans	ufd-1	3565860	
Drosophila melanogaster	Ulp1	32910	Caenorhabditis elegans	ulp-1	175704	
Drosophila melanogaster	unc-13	43841	Caenorhabditis elegans	unc-13	172497	
Drosophila melanogaster	synj	37517	Caenorhabditis elegans	unc-26	178284	
Drosophila melanogaster	Vha100-1	43442	Caenorhabditis elegans	unc-32	176257	
Drosophila melanogaster	otp	37364	Caenorhabditis elegans	unc-4	174544	
Drosophila melanogaster	Atg1	39454	Caenorhabditis elegans	unc-51	180311	
Drosophila melanogaster	tsr	37841	Caenorhabditis elegans	unc-60	178640	
Drosophila melanogaster	hth	41273	Caenorhabditis elegans	unc-62	178845	
Drosophila melanogaster	Syx1A	42854	Caenorhabditis elegans	unc-64	176743	
Drosophila melanogaster	Unc-76	31179	Caenorhabditis elegans	unc-76	180014	
Drosophila melanogaster	Eph	43803	Caenorhabditis elegans	vab-1	173794	
Drosophila melanogaster	Vhl	53433	Caenorhabditis elegans	vhl-1	181321	
Drosophila melanogaster	CG31150	41921	Caenorhabditis elegans	vit-1	181034	
Drosophila melanogaster	CG31150	41921	Caenorhabditis elegans	vit-2	180781	
Drosophila melanogaster	CG31150	41921	Caenorhabditis elegans	vit-5	180630	
Drosophila melanogaster	Vps16A	41107	Caenorhabditis elegans	vps-16	175913	
Drosophila melanogaster	Vps20	37581	Caenorhabditis elegans	vps-20	171654	
Drosophila melanogaster	lsn	42572	Caenorhabditis elegans	vps-22	175672	
Drosophila melanogaster	Vps36	39523	Caenorhabditis elegans	vps-36	179520	
Drosophila melanogaster	CG1115	40624	Caenorhabditis elegans	vps-37	178944	
Drosophila melanogaster	ball	43228	Caenorhabditis elegans	vrk-1	174004	
Drosophila melanogaster	CG9945	37329	Caenorhabditis elegans	wdr-23	172518	
Drosophila melanogaster	wds	53428	Caenorhabditis elegans	wdr-5.1	175474	
Drosophila melanogaster	wts	43651	Caenorhabditis elegans	wts-1	172896	
Drosophila melanogaster	Su(dx)	33379	Caenorhabditis elegans	wwp-1	171647	
Drosophila melanogaster	CG6327	39231	Caenorhabditis elegans	Y43F4B.7	259544	
Drosophila melanogaster	DNApol-alp	42553	Caenorhabditis elegans	Y47D3A.29	176544	
Drosophila melanogaster	l(3)07882	46201	Caenorhabditis elegans	Y48G1A.4	171622	
Drosophila melanogaster	CG11266	33989	Caenorhabditis elegans	Y55F3AM.3	176922	
Drosophila melanogaster	mtacp1	38154	Caenorhabditis elegans	Y56A3A.19	176622	
Drosophila melanogaster	Nacalpha	36409	Caenorhabditis elegans	Y65B4BR.5	171646	
Drosophila melanogaster	CG14235	32989	Caenorhabditis elegans	Y71H2AM.5	3565081	
Drosophila melanogaster	CG16912	37965	Caenorhabditis elegans	yars-1	177237	
Drosophila melanogaster	Rtc1	32338	Caenorhabditis elegans	ZK1127.5	174151	
Drosophila melanogaster	Dbp73D	39871	Caenorhabditis elegans	ZK686.2	176088	
Drosophila melanogaster	l(2)35Di	34925	Caenorhabditis elegans	ZK809.3	178096	
Drosophila melanogaster	Akt1	41957	Mus musculus	Akt2	11652	
Drosophila melanogaster	RhoGAP68F	39385	Mus musculus	Arhgap1	228359	
Drosophila melanogaster	cyc	40162	Mus musculus	Arntl	11865	
Drosophila melanogaster	tefu	41839	Mus musculus	Atm	11920	
Drosophila melanogaster	mei-41	32608	Mus musculus	Atr	245000	
Drosophila melanogaster	Bub3	43490	Mus musculus	Bub3	12237	
Drosophila melanogaster	Cat	40048	Mus musculus	Cat	12359	
Drosophila melanogaster	slbo	37889	Mus musculus	Cebpa	12606	
Drosophila melanogaster	lok	35288	Mus musculus	Chek2	50883	
Drosophila melanogaster	CG1458	43459	Mus musculus	Cisd2	67006	
Drosophila melanogaster	Clk	38872	Mus musculus	Clock	12753	
Drosophila melanogaster	Dys	42327	Mus musculus	Dmd	13405	
Drosophila melanogaster	CG30185	246507	Mus musculus	Eef1e1	66143	
Drosophila melanogaster	Xpd	37414	Mus musculus	Ercc2	13871	
Drosophila melanogaster	mei-9	31373	Mus musculus	Ercc4	50505	
Drosophila melanogaster	fh	31845	Mus musculus	Fxn	14297	
Drosophila melanogaster	Zw	32974	Mus musculus	G6PD	2539	
Drosophila melanogaster	PHGPx	38413	Mus musculus	Gpx4	625249	
Drosophila melanogaster	sqd	41666	Mus musculus	Hnrnpd	11991	
Drosophila melanogaster	5-HT1A	37196	Mus musculus	Htr1b	15551	
Drosophila melanogaster	htt	43392	Mus musculus	Htt	15194	
Drosophila melanogaster	InR	42549	Mus musculus	Igf1r	16001	
Drosophila melanogaster	InR	42549	Mus musculus	Insr	16337	
Drosophila melanogaster	chico	64880	Mus musculus	Irs1	16367	
Drosophila melanogaster	chico	64880	Mus musculus	Irs2	384783	
Drosophila melanogaster	Jra	36057	Mus musculus	Jund	16478	
Drosophila melanogaster	Sh	32780	Mus musculus	Kcna3	16491	
Drosophila melanogaster	Lam	33782	Mus musculus	Lmna	16905	
Drosophila melanogaster	Mcm2	40973	Mus musculus	Mcm2	17216	
Drosophila melanogaster	spel1	34842	Mus musculus	Msh2	17685	
Drosophila melanogaster	Eip71CD	39675	Mus musculus	Msra	110265	
Drosophila melanogaster	Tor	47396	Mus musculus	Mtor	56717	
Drosophila melanogaster	Nos	34495	Mus musculus	Nos3	18127	
Drosophila melanogaster	CG10924	37130	Mus musculus	Pck1	18534	
Drosophila melanogaster	CG3700	37640	Mus musculus	Plau	18792	
Drosophila melanogaster	tam	34792	Mus musculus	Polg	18975	
Drosophila melanogaster	Pten	43991	Mus musculus	Pten	19211	
Drosophila melanogaster	Rae1	37467	Mus musculus	Rae1	66679	
Drosophila melanogaster	Shc	44052	Mus musculus	Shc1	20416	
Drosophila melanogaster	Sir2	34708	Mus musculus	Sirt1	93759	
Drosophila melanogaster	Sirt7	43433	Mus musculus	Sirt7	209011	
Drosophila melanogaster	Indy	40049	Mus musculus	Slc13a1	55961	
Drosophila melanogaster	sesB	32007	Mus musculus	Slc25a4	11739	
Drosophila melanogaster	Sod2	36878	Mus musculus	Sod2	20656	
Drosophila melanogaster	CHIP	34433	Mus musculus	Stub1	56424	
Drosophila melanogaster	Surf1	44498	Mus musculus	Surf1	20930	
Drosophila melanogaster	Top3beta	31565	Mus musculus	Top3b	21976	
Drosophila melanogaster	Topors	37188	Mus musculus	Topors	106021	
Drosophila melanogaster	TppII	36444	Mus musculus	Tpp2	22019	
Drosophila melanogaster	Trx-2	34281	Mus musculus	Txn1	22166	
Drosophila melanogaster	Xpac	31357	Mus musculus	Xpa	22590	
Drosophila melanogaster	Ku80	34930	Mus musculus	Xrcc5	22596	
Drosophila melanogaster	Irbp	117419	Mus musculus	Xrcc6	14375	
Drosophila melanogaster	ste24a	36908	Mus musculus	Zmpste24	230709	
Drosophila melanogaster	CG12531	32986	Saccharomyces cerevisiae	AGP1	850333	
Drosophila melanogaster	Atg7	37141	Saccharomyces cerevisiae	ATG7	856576	
Drosophila melanogaster	Atg8a	32001	Saccharomyces cerevisiae	ATG8	852200	
Drosophila melanogaster	ATPsyn-bet	43829	Saccharomyces cerevisiae	ATP2	853585	
Drosophila melanogaster	CG12531	32986	Saccharomyces cerevisiae	BAP2	852360	
Drosophila melanogaster	Pka-R2	36041	Saccharomyces cerevisiae	BCY1	854778	
Drosophila melanogaster	14-3-3epsi	42186	Saccharomyces cerevisiae	BMH1	856924	
Drosophila melanogaster	14-3-3epsi	42186	Saccharomyces cerevisiae	BMH2	851676	
Drosophila melanogaster	CG12531	32986	Saccharomyces cerevisiae	CAN1	856646	
Drosophila melanogaster	C3G	31618	Saccharomyces cerevisiae	CDC25	851019	
Drosophila melanogaster	Cdc6	38989	Saccharomyces cerevisiae	CDC6	853244	
Drosophila melanogaster	CG11403	31072	Saccharomyces cerevisiae	CHL1	856099	
Drosophila melanogaster	Cat	40048	Saccharomyces cerevisiae	CTA1	851843	
Drosophila melanogaster	CG2990	31934	Saccharomyces cerevisiae	DNA2	856569	
Drosophila melanogaster	Drp1	33445	Saccharomyces cerevisiae	DNM1	850686	
Drosophila melanogaster	fbp	35265	Saccharomyces cerevisiae	FBP1	851092	
Drosophila melanogaster	Fis1	49892	Saccharomyces cerevisiae	FIS1	854745	
Drosophila melanogaster	GATAe	41945	Saccharomyces cerevisiae	GLN3	856763	
Drosophila melanogaster	Caf1	41836	Saccharomyces cerevisiae	HAT2	856654	
Drosophila melanogaster	Sirt2	42414	Saccharomyces cerevisiae	HST2	856092	
Drosophila melanogaster	Hex-A	45875	Saccharomyces cerevisiae	HXK2	852639	
Drosophila melanogaster	CG32026	317829	Saccharomyces cerevisiae	IDH2	854303	
Drosophila melanogaster	rl	3354888	Saccharomyces cerevisiae	KSS1	852931	
Drosophila melanogaster	schlank	50392	Saccharomyces cerevisiae	LAG1	856386	
Drosophila melanogaster	CG5261	34021	Saccharomyces cerevisiae	LAT1	855653	
Drosophila melanogaster	mei-41	32608	Saccharomyces cerevisiae	MEC1	852433	
Drosophila melanogaster	CG6499	41841	Saccharomyces cerevisiae	MEP2	855580	
Drosophila melanogaster	CG6499	41841	Saccharomyces cerevisiae	MEP3	856260	
Drosophila melanogaster	Eip71CD	39675	Saccharomyces cerevisiae	MXR1	856765	
Drosophila melanogaster	CG3714	33626	Saccharomyces cerevisiae	NPT1	854384	
Drosophila melanogaster	rho-7	36281	Saccharomyces cerevisiae	PCP1	852993	
Drosophila melanogaster	l(2)37Cc	49168	Saccharomyces cerevisiae	PHB1	853033	
Drosophila melanogaster	l(2)03709	46038	Saccharomyces cerevisiae	PHB2	853146	
Drosophila melanogaster	Naam	42348	Saccharomyces cerevisiae	PNC1	852846	
Drosophila melanogaster	CG17856	43369	Saccharomyces cerevisiae	QCR7	852142	
Drosophila melanogaster	Fen1	36887	Saccharomyces cerevisiae	RAD27	853747	
Drosophila melanogaster	spn-A	43577	Saccharomyces cerevisiae	RAD51	856831	
Drosophila melanogaster	spn-B	41746	Saccharomyces cerevisiae	RAD57	851567	
Drosophila melanogaster	Ras85D	41140	Saccharomyces cerevisiae	RAS1	854268	
Drosophila melanogaster	Ras85D	41140	Saccharomyces cerevisiae	RAS2	855625	
Drosophila melanogaster	CG6769	32770	Saccharomyces cerevisiae	REI1	852569	
Drosophila melanogaster	Rpd3	38565	Saccharomyces cerevisiae	RPD3	855386	
Drosophila melanogaster	RpL10	43864	Saccharomyces cerevisiae	RPL10	850764	
Drosophila melanogaster	RpL31	35988	Saccharomyces cerevisiae	RPL31A	851484	
Drosophila melanogaster	RpL6	43723	Saccharomyces cerevisiae	RPL6A	854902	
Drosophila melanogaster	RpL6	43723	Saccharomyces cerevisiae	RPL6B	851169	
Drosophila melanogaster	mtRNApol	33285	Saccharomyces cerevisiae	RPO41	850507	
Drosophila melanogaster	RpS18	37292	Saccharomyces cerevisiae	RPS18A	852061	
Drosophila melanogaster	RpS6	31700	Saccharomyces cerevisiae	RPS6B	852479	
Drosophila melanogaster	bigmax	43293	Saccharomyces cerevisiae	RTG3	852171	
Drosophila melanogaster	S6k	38654	Saccharomyces cerevisiae	SCH9	856612	
Drosophila melanogaster	Mp20	36468	Saccharomyces cerevisiae	SCP1	854549	
Drosophila melanogaster	SdhB	35590	Saccharomyces cerevisiae	SDH2	850685	
Drosophila melanogaster	mus309	41366	Saccharomyces cerevisiae	SGS1	855228	
Drosophila melanogaster	Surf1	44498	Saccharomyces cerevisiae	SHY1	853009	
Drosophila melanogaster	alc	35931	Saccharomyces cerevisiae	SIP2	852664	
Drosophila melanogaster	Orc1	35686	Saccharomyces cerevisiae	SIR3	851163	
Drosophila melanogaster	SNF1A	43904	Saccharomyces cerevisiae	SNF1	852088	
Drosophila melanogaster	Sod	39251	Saccharomyces cerevisiae	SOD1	853568	
Drosophila melanogaster	Sod2	36878	Saccharomyces cerevisiae	SOD2	856399	
Drosophila melanogaster	CG12531	32986	Saccharomyces cerevisiae	TAT2	854139	
Drosophila melanogaster	Tor	47396	Saccharomyces cerevisiae	TOR1	853529	
Drosophila melanogaster	Pka-C3	39733	Saccharomyces cerevisiae	TPK1	853275	
Drosophila melanogaster	Pka-C3	39733	Saccharomyces cerevisiae	TPK2	855898	
Drosophila melanogaster	Pka-C3	39733	Saccharomyces cerevisiae	TPK3	853688	
Drosophila melanogaster	Trx-2	34281	Saccharomyces cerevisiae	TRX1	850732	
Drosophila melanogaster	Jafrac1	53578	Saccharomyces cerevisiae	TSA1	854980	
Drosophila melanogaster	GstD3	48336	Saccharomyces cerevisiae	URE2	855492	
Drosophila melanogaster	lt	3355130	Saccharomyces cerevisiae	VPS41	851653	
Drosophila melanogaster	fh	31845	Saccharomyces cerevisiae	YFH1	851437	
Drosophila melanogaster	S6k	38654	Saccharomyces cerevisiae	YPK1	853733	
Drosophila melanogaster	Zw	32974	Saccharomyces cerevisiae	ZWF1	855480	
